Topic,DataValue,Stratification1,Location
Cardiovascular Disease,247.4,Age >=65,Georgia
Chronic Obstructive Pulmonary Disease,247.5,Age >=65,South Carolina
Cancer,247.5,"White, non-Hispanic",Kentucky
Cardiovascular Disease,247.7,"White, non-Hispanic",Indiana
Cardiovascular Disease,247.8,"White, non-Hispanic",Montana
Cardiovascular Disease,247.8,"White, non-Hispanic",Wisconsin
Chronic Obstructive Pulmonary Disease,248.0,Overall,North Dakota
Cancer,248.0,Male,Mississippi
Chronic Obstructive Pulmonary Disease,248.2,"White, non-Hispanic",Minnesota
Cardiovascular Disease,248.2,Age >=65,Kentucky
Cardiovascular Disease,248.2,"Black, non-Hispanic",Nevada
Cancer,248.2,"White, non-Hispanic",Pennsylvania
Cancer,248.3,"White, non-Hispanic",Kentucky
Chronic Obstructive Pulmonary Disease,248.4,Age >=65,South Carolina
Cardiovascular Disease,248.4,Age 45-64,Alabama
Chronic Obstructive Pulmonary Disease,248.5,Female,North Dakota
Chronic Obstructive Pulmonary Disease,248.5,Male,Arizona
Cardiovascular Disease,248.6,"Hawaiian or Pacific Islander, non-Hispanic",Nevada
Chronic Obstructive Pulmonary Disease,248.6,"American Indian or Alaska Native, non-Hispanic",North Carolina
Cancer,248.7,"White, non-Hispanic",Pennsylvania
Chronic Obstructive Pulmonary Disease,248.8,Female,Idaho
Cardiovascular Disease,248.8,Age 45-64,Oklahoma
Cardiovascular Disease,248.9,Age >=65,Texas
Cancer,249.0,Male,Kentucky
Chronic Obstructive Pulmonary Disease,249.0,Age >=65,Ohio
Cancer,249.2,"Asian or Pacific Islander, non-Hispanic",Massachusetts
Cardiovascular Disease,249.2,Age >=65,California
Cardiovascular Disease,249.2,"White, non-Hispanic",Kansas
Cardiovascular Disease,249.2,Male,Maine
Cardiovascular Disease,249.4,"Black, non-Hispanic",Arkansas
Chronic Obstructive Pulmonary Disease,249.5,"American Indian or Alaska Native, non-Hispanic",Oregon
Cardiovascular Disease,249.5,Overall,Ohio
Cardiovascular Disease,249.6,Age >=65,Oregon
Chronic Obstructive Pulmonary Disease,249.6,Male,Texas
Cardiovascular Disease,249.6,Age 45-64,Arkansas
Chronic Obstructive Pulmonary Disease,249.6,Overall,New Mexico
Cardiovascular Disease,249.6,Age >=65,Indiana
Chronic Obstructive Pulmonary Disease,249.7,"White, non-Hispanic",Wisconsin
Chronic Obstructive Pulmonary Disease,249.7,Female,Alabama
Chronic Obstructive Pulmonary Disease,249.8,"White, non-Hispanic",Georgia
Cancer,249.8,"Black, non-Hispanic",Alaska
Cardiovascular Disease,249.9,Female,West Virginia
Chronic Obstructive Pulmonary Disease,250.0,Male,Washington
Cancer,250.1,Hispanic,Rhode Island
Cardiovascular Disease,250.2,Age >=65,Virginia
Diabetes,250.3,"Hawaiian or Pacific Islander, non-Hispanic",California
Cancer,250.4,Overall,Maine
Cardiovascular Disease,250.5,Overall,Pennsylvania
Chronic Obstructive Pulmonary Disease,250.6,Female,Minnesota
Cardiovascular Disease,250.6,Female,Oklahoma
Chronic Obstructive Pulmonary Disease,250.7,Age >=65,Louisiana
Cancer,250.7,"White, non-Hispanic",Arkansas
Cancer,250.7,Hispanic,Rhode Island
Cancer,250.7,Overall,Maine
Cardiovascular Disease,250.8,Male,Florida
Cardiovascular Disease,251.0,Age >=65,Virginia
Chronic Obstructive Pulmonary Disease,251.1,Age >=65,Georgia
Cardiovascular Disease,251.1,Overall,New York
Cardiovascular Disease,251.2,Male,Maine
Chronic Obstructive Pulmonary Disease,251.2,Overall,Colorado
Cardiovascular Disease,251.3,Age >=65,Pennsylvania
Cardiovascular Disease,251.3,"Black, non-Hispanic",Nevada
Chronic Obstructive Pulmonary Disease,251.3,Overall,Wisconsin
Cardiovascular Disease,251.3,"Black, non-Hispanic",Missouri
Cardiovascular Disease,251.3,"White, non-Hispanic",Texas
Cardiovascular Disease,251.4,Male,Indiana
Chronic Obstructive Pulmonary Disease,251.4,Male,North Carolina
Chronic Obstructive Pulmonary Disease,251.4,Overall,Rhode Island
Diabetes,251.5,"Hawaiian or Pacific Islander, non-Hispanic",Arkansas
Chronic Obstructive Pulmonary Disease,251.5,"White, non-Hispanic",North Dakota
Chronic Obstructive Pulmonary Disease,251.6,"Black, non-Hispanic",Nebraska
Cardiovascular Disease,251.6,Male,Iowa
Chronic Obstructive Pulmonary Disease,251.6,"White, non-Hispanic",Maryland
Cardiovascular Disease,251.6,"Black, non-Hispanic",Louisiana
Chronic Obstructive Pulmonary Disease,251.7,Age >=65,New Hampshire
Cardiovascular Disease,251.8,"White, non-Hispanic",Kansas
Chronic Obstructive Pulmonary Disease,251.8,Overall,Nevada
Chronic Obstructive Pulmonary Disease,251.9,Female,Louisiana
Diabetes,251.9,"American Indian or Alaska Native, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,252.0,Female,Vermont
Chronic Obstructive Pulmonary Disease,252.1,Age >=65,Iowa
Chronic Obstructive Pulmonary Disease,252.3,Age >=65,North Carolina
Cardiovascular Disease,252.3,Overall,Pennsylvania
Cancer,252.5,"White, non-Hispanic",Arkansas
Chronic Obstructive Pulmonary Disease,252.7,"White, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,252.8,Male,Rhode Island
Cardiovascular Disease,252.9,Age >=65,Tennessee
Chronic Obstructive Pulmonary Disease,253.14,"Black, non-Hispanic",Wisconsin
Chronic Obstructive Pulmonary Disease,253.2,Age >=65,Colorado
Cardiovascular Disease,253.2,Female,Arkansas
Chronic Obstructive Pulmonary Disease,253.3,Age >=65,Maine
Chronic Obstructive Pulmonary Disease,253.4,"Black, non-Hispanic",Michigan
Cardiovascular Disease,253.4,Overall,Kentucky
Cardiovascular Disease,253.5,Age >=65,North Carolina
Chronic Obstructive Pulmonary Disease,253.5,Female,Alabama
Chronic Obstructive Pulmonary Disease,253.7,"American Indian or Alaska Native, non-Hispanic",Nevada
Cardiovascular Disease,253.9,Female,Arkansas
Chronic Obstructive Pulmonary Disease,253.9,"Black, non-Hispanic",Indiana
Chronic Obstructive Pulmonary Disease,254.0,Overall,Minnesota
Cancer,254.0,"American Indian or Alaska Native, non-Hispanic",Delaware
Cardiovascular Disease,254.1,Male,South Carolina
Cancer,254.1,"White, non-Hispanic",Mississippi
Cardiovascular Disease,254.2,"White, non-Hispanic",Arizona
Cardiovascular Disease,254.3,"Hawaiian or Pacific Islander, non-Hispanic",Alaska
Diabetes,254.3,"American Indian or Alaska Native, non-Hispanic",Wyoming
Diabetes,254.4,"White, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,254.5,Overall,Michigan
Chronic Obstructive Pulmonary Disease,254.5,Age >=65,Kansas
Cardiovascular Disease,254.5,Age >=65,Oregon
Chronic Obstructive Pulmonary Disease,254.7,Female,Oregon
Chronic Obstructive Pulmonary Disease,254.7,Female,Kansas
Chronic Obstructive Pulmonary Disease,254.7,Female,South Carolina
Cardiovascular Disease,254.7,Overall,Missouri
Cancer,254.7,"White, non-Hispanic",Mississippi
Chronic Obstructive Pulmonary Disease,254.8,Female,Colorado
Chronic Obstructive Pulmonary Disease,255.0,Overall,South Carolina
Chronic Obstructive Pulmonary Disease,255.0,Male,Arizona
Chronic Obstructive Pulmonary Disease,255.0,Overall,Florida
Diabetes,255.1,Overall,Oklahoma
Cancer,255.2,"White, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,255.2,"White, non-Hispanic",Virginia
Cancer,255.3,"White, non-Hispanic",Oklahoma
Cardiovascular Disease,255.4,"White, non-Hispanic",Kansas
Chronic Obstructive Pulmonary Disease,255.5,Overall,Alabama
Chronic Obstructive Pulmonary Disease,255.5,Age >=65,Michigan
Chronic Obstructive Pulmonary Disease,255.6,Male,New Hampshire
Cardiovascular Disease,255.6,"Black, non-Hispanic",Illinois
Cardiovascular Disease,255.7,Age >=65,Kentucky
Cancer,255.8,"American Indian or Alaska Native, non-Hispanic",Arizona
Cardiovascular Disease,255.8,Age >=65,Missouri
Cardiovascular Disease,255.8,Overall,Michigan
Cardiovascular Disease,256.0,Age 45-64,Oklahoma
Chronic Obstructive Pulmonary Disease,256.0,"White, non-Hispanic",New Hampshire
Cardiovascular Disease,256.0,"Black, non-Hispanic",California
Chronic Obstructive Pulmonary Disease,256.2,"Black, non-Hispanic",Ohio
Cancer,256.2,"White, non-Hispanic",Rhode Island
Diabetes,256.3,"Black, non-Hispanic",Oklahoma
Cardiovascular Disease,256.4,"White, non-Hispanic",Illinois
Chronic Obstructive Pulmonary Disease,256.4,Age >=65,South Dakota
Cardiovascular Disease,256.5,"White, non-Hispanic",Indiana
Cardiovascular Disease,256.6,"White, non-Hispanic",Indiana
Cardiovascular Disease,256.7,"White, non-Hispanic",Maryland
Cancer,256.8,"Black, non-Hispanic",Alaska
Cardiovascular Disease,256.9,"Black, non-Hispanic",Louisiana
Cardiovascular Disease,257.0,Age >=65,Hawaii
Chronic Obstructive Pulmonary Disease,257.2,"White, non-Hispanic",California
Chronic Obstructive Pulmonary Disease,257.2,Male,Minnesota
Cardiovascular Disease,257.2,Age 45-64,Alabama
Diabetes,257.3,Male,Oklahoma
Chronic Obstructive Pulmonary Disease,257.4,"White, non-Hispanic",Louisiana
Cardiovascular Disease,257.5,Age >=65,Arkansas
Cardiovascular Disease,257.6,Overall,Pennsylvania
Cardiovascular Disease,257.6,Male,Iowa
Chronic Obstructive Pulmonary Disease,257.6,Overall,Missouri
Cardiovascular Disease,257.6,"Black, non-Hispanic",Pennsylvania
Cancer,257.7,Overall,West Virginia
Cancer,258.0,"White, non-Hispanic",Rhode Island
Chronic Obstructive Pulmonary Disease,258.1,"White, non-Hispanic",Pennsylvania
Chronic Obstructive Pulmonary Disease,258.1,Overall,Louisiana
Cardiovascular Disease,258.1,Age >=65,California
Cancer,258.1,Overall,West Virginia
Cardiovascular Disease,258.1,Female,Mississippi
Cardiovascular Disease,258.3,"White, non-Hispanic",Georgia
Cardiovascular Disease,258.4,"White, non-Hispanic",Maine
Chronic Obstructive Pulmonary Disease,258.5,Female,Michigan
Chronic Obstructive Pulmonary Disease,258.6,"White, non-Hispanic",Illinois
Chronic Obstructive Pulmonary Disease,258.7,Male,Delaware
Chronic Obstructive Pulmonary Disease,258.8,Age >=65,New Mexico
Chronic Obstructive Pulmonary Disease,258.9,Male,Nevada
Chronic Obstructive Pulmonary Disease,258.9,Male,Pennsylvania
Diabetes,258.9,"American Indian or Alaska Native, non-Hispanic",Wisconsin
Cardiovascular Disease,259.0,Overall,Missouri
Cardiovascular Disease,259.1,"Black, non-Hispanic",West Virginia
Cardiovascular Disease,259.1,Age >=65,Michigan
Chronic Obstructive Pulmonary Disease,259.3,Female,South Carolina
Cardiovascular Disease,259.3,"Black, non-Hispanic",Oklahoma
Cardiovascular Disease,259.4,Overall,Kentucky
Cardiovascular Disease,259.5,Age >=65,Kentucky
Chronic Obstructive Pulmonary Disease,259.5,"American Indian or Alaska Native, non-Hispanic",Michigan
Cardiovascular Disease,259.6,Female,Oklahoma
Cardiovascular Disease,259.6,Overall,Ohio
Chronic Obstructive Pulmonary Disease,259.6,Female,Wisconsin
Cardiovascular Disease,259.6,Age >=65,Hawaii
Cancer,259.7,"Asian or Pacific Islander, non-Hispanic",Florida
Cardiovascular Disease,259.8,"White, non-Hispanic",Vermont
Chronic Obstructive Pulmonary Disease,259.8,Male,Rhode Island
Chronic Obstructive Pulmonary Disease,259.8,Female,Colorado
Cardiovascular Disease,259.8,"White, non-Hispanic",Maryland
Cardiovascular Disease,259.9,"White, non-Hispanic",Connecticut
Chronic Obstructive Pulmonary Disease,260.2,Male,North Carolina
Cancer,260.3,"White, non-Hispanic",Maine
Cancer,260.3,"White, non-Hispanic",Maine
Cardiovascular Disease,260.4,Male,Delaware
Cardiovascular Disease,260.5,Overall,Tennessee
Chronic Obstructive Pulmonary Disease,260.5,Female,Michigan
Chronic Obstructive Pulmonary Disease,260.6,"White, non-Hispanic",Washington
Cardiovascular Disease,260.7,Male,Florida
Chronic Obstructive Pulmonary Disease,260.7,Female,Ohio
Cardiovascular Disease,260.9,"White, non-Hispanic",Illinois
Chronic Obstructive Pulmonary Disease,260.9,Male,Florida
Chronic Obstructive Pulmonary Disease,261.0,Overall,Maine
Cardiovascular Disease,261.0,Age >=65,Tennessee
Cancer,261.1,"White, non-Hispanic",New Mexico
Chronic Obstructive Pulmonary Disease,261.1,Female,Kansas
Cardiovascular Disease,261.2,Overall,Ohio
Cardiovascular Disease,261.3,Male,Montana
Cardiovascular Disease,261.4,Age >=65,Indiana
Chronic Obstructive Pulmonary Disease,261.5,"White, non-Hispanic",Wisconsin
Chronic Obstructive Pulmonary Disease,261.5,"American Indian or Alaska Native, non-Hispanic",California
Cardiovascular Disease,261.6,"White, non-Hispanic",Vermont
Cancer,261.7,"White, non-Hispanic",New Mexico
Cardiovascular Disease,261.8,Female,West Virginia
Cardiovascular Disease,261.8,Female,Alabama
Chronic Obstructive Pulmonary Disease,262.0,Male,North Carolina
Chronic Obstructive Pulmonary Disease,262.3,Male,Wisconsin
Chronic Obstructive Pulmonary Disease,262.4,Female,Kansas
Chronic Obstructive Pulmonary Disease,262.4,Age >=65,Montana
Cancer,262.6,"Black, non-Hispanic",Minnesota
Cardiovascular Disease,262.7,Age >=65,Louisiana
Cancer,262.7,"White, non-Hispanic",Nevada
Chronic Obstructive Pulmonary Disease,262.7,Female,Montana
Cardiovascular Disease,262.8,Female,Mississippi
Diabetes,262.9,"American Indian or Alaska Native, non-Hispanic",Montana
Diabetes,263.1,Age >=65,Delaware
Cancer,263.1,"Asian or Pacific Islander, non-Hispanic",Oregon
Cardiovascular Disease,263.2,"White, non-Hispanic",South Carolina
Chronic Obstructive Pulmonary Disease,263.3,Female,Iowa
Cancer,263.4,"White, non-Hispanic",Nevada
Cardiovascular Disease,263.6,"White, non-Hispanic",Kentucky
Chronic Obstructive Pulmonary Disease,263.7,Male,New Mexico
Cardiovascular Disease,263.8,Overall,Louisiana
Chronic Obstructive Pulmonary Disease,263.8,"Black, non-Hispanic",West Virginia
Cardiovascular Disease,263.9,Age >=65,Illinois
Cardiovascular Disease,264.0,Age >=65,California
Chronic Obstructive Pulmonary Disease,264.0,Overall,Maine
Cardiovascular Disease,264.0,"Black, non-Hispanic",Mississippi
Chronic Obstructive Pulmonary Disease,264.0,Overall,Idaho
Chronic Obstructive Pulmonary Disease,264.1,"White, non-Hispanic",California
Chronic Obstructive Pulmonary Disease,264.3,Female,Missouri
Cardiovascular Disease,264.6,Male,Florida
Chronic Obstructive Pulmonary Disease,264.6,Female,Iowa
Cardiovascular Disease,264.6,Age >=65,Georgia
Cardiovascular Disease,264.7,Age >=65,Indiana
Cardiovascular Disease,264.8,Overall,Tennessee
Chronic Obstructive Pulmonary Disease,264.8,Female,Missouri
Chronic Obstructive Pulmonary Disease,264.8,Male,Nevada
Cardiovascular Disease,264.8,Age >=65,Oregon
Chronic Obstructive Pulmonary Disease,264.8,Overall,North Dakota
Chronic Obstructive Pulmonary Disease,265.0,Overall,Florida
Cardiovascular Disease,265.1,Male,New York
Cancer,265.2,"American Indian or Alaska Native, non-Hispanic",Connecticut
Cardiovascular Disease,265.3,Overall,Michigan
Cancer,265.3,"Asian or Pacific Islander, non-Hispanic",Mississippi
Chronic Obstructive Pulmonary Disease,265.3,"White, non-Hispanic",North Dakota
Cardiovascular Disease,265.4,"White, non-Hispanic",Texas
Cardiovascular Disease,265.7,"Black, non-Hispanic",Illinois
Cardiovascular Disease,265.7,Age >=65,South Carolina
Chronic Obstructive Pulmonary Disease,265.8,Overall,Oregon
Cardiovascular Disease,265.9,Male,Iowa
Chronic Obstructive Pulmonary Disease,266.0,"Multiracial, non-Hispanic",Kansas
Cancer,266.1,"Asian or Pacific Islander, non-Hispanic",Florida
Chronic Obstructive Pulmonary Disease,266.1,Female,South Dakota
Cardiovascular Disease,266.2,"Black, non-Hispanic",Missouri
Diabetes,266.3,"American Indian or Alaska Native, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,266.7,Male,Delaware
Chronic Obstructive Pulmonary Disease,266.7,Overall,Idaho
Cardiovascular Disease,266.8,Female,Alabama
Cancer,266.8,"White, non-Hispanic",West Virginia
Cardiovascular Disease,266.9,Male,Pennsylvania
Diabetes,267.0,"American Indian or Alaska Native, non-Hispanic",Arizona
Cardiovascular Disease,267.3,Male,Nevada
Chronic Obstructive Pulmonary Disease,267.6,"White, non-Hispanic",Maine
Cancer,267.7,"White, non-Hispanic",West Virginia
Chronic Obstructive Pulmonary Disease,267.8,Overall,Oregon
Cancer,268.3,"Black, non-Hispanic",Minnesota
Cardiovascular Disease,268.5,"White, non-Hispanic",Georgia
Chronic Obstructive Pulmonary Disease,268.6,Overall,Minnesota
Cardiovascular Disease,268.6,Age >=65,North Carolina
Cardiovascular Disease,268.6,Male,Louisiana
Cardiovascular Disease,268.7,Overall,Mississippi
Chronic Obstructive Pulmonary Disease,268.8,Male,Wisconsin
Chronic Obstructive Pulmonary Disease,268.8,"White, non-Hispanic",Maine
Cancer,268.8,Hispanic,Massachusetts
Cardiovascular Disease,268.8,Male,South Carolina
Chronic Obstructive Pulmonary Disease,269.1,"American Indian or Alaska Native, non-Hispanic",Alaska
Cardiovascular Disease,269.2,"White, non-Hispanic",Iowa
Chronic Obstructive Pulmonary Disease,269.4,Age >=65,Nevada
Chronic Obstructive Pulmonary Disease,269.5,"White, non-Hispanic",Georgia
Cardiovascular Disease,269.5,"Black, non-Hispanic",Alabama
Cardiovascular Disease,269.6,"Black, non-Hispanic",Mississippi
Cardiovascular Disease,269.6,"White, non-Hispanic",New York
Chronic Obstructive Pulmonary Disease,269.7,Overall,Rhode Island
Chronic Obstructive Pulmonary Disease,269.8,Age >=65,Missouri
Cardiovascular Disease,269.8,Male,Montana
Diabetes,270.0,"American Indian or Alaska Native, non-Hispanic",New Mexico
Cardiovascular Disease,270.1,"White, non-Hispanic",Connecticut
Cardiovascular Disease,270.1,Male,Kentucky
Cardiovascular Disease,270.1,"Black, non-Hispanic",Michigan
Cancer,270.1,"Asian or Pacific Islander, non-Hispanic",Mississippi
Cardiovascular Disease,270.1,Female,Oklahoma
Cardiovascular Disease,270.3,"White, non-Hispanic",Iowa
Chronic Obstructive Pulmonary Disease,270.4,"White, non-Hispanic",California
Cardiovascular Disease,270.4,Age >=65,North Carolina
Chronic Obstructive Pulmonary Disease,270.4,Age >=65,Ohio
Chronic Obstructive Pulmonary Disease,270.5,"White, non-Hispanic",Minnesota
Chronic Obstructive Pulmonary Disease,270.5,"White, non-Hispanic",Maryland
Cancer,270.5,"Asian or Pacific Islander, non-Hispanic",Oregon
Cancer,270.6,Male,Maine
Cancer,270.8,"Asian or Pacific Islander, non-Hispanic",Idaho
Chronic Obstructive Pulmonary Disease,270.9,Male,Missouri
Cardiovascular Disease,271.0,Male,Ohio
Chronic Obstructive Pulmonary Disease,271.1,Female,Ohio
Cardiovascular Disease,271.2,Male,Vermont
Diabetes,271.3,Age >=65,Alabama
Cancer,271.4,"White, non-Hispanic",Delaware
Cancer,271.4,Hispanic,Massachusetts
Cancer,271.6,"American Indian or Alaska Native, non-Hispanic",Connecticut
Diabetes,271.6,Age >=65,Connecticut
Cardiovascular Disease,271.7,"White, non-Hispanic",Maryland
Cardiovascular Disease,271.7,Overall,Louisiana
Cardiovascular Disease,271.7,"White, non-Hispanic",Texas
Chronic Obstructive Pulmonary Disease,271.8,Male,Colorado
Cardiovascular Disease,271.8,"Black, non-Hispanic",Nevada
Cardiovascular Disease,271.8,"White, non-Hispanic",Missouri
Chronic Obstructive Pulmonary Disease,271.8,"American Indian or Alaska Native, non-Hispanic",Oregon
Chronic Obstructive Pulmonary Disease,271.9,Overall,Kansas
Chronic Obstructive Pulmonary Disease,272.1,Overall,Louisiana
Cancer,272.1,"White, non-Hispanic",Delaware
Cardiovascular Disease,272.2,Overall,Michigan
Cardiovascular Disease,272.3,Male,Pennsylvania
Cancer,272.3,"Asian or Pacific Islander, non-Hispanic",Idaho
Chronic Obstructive Pulmonary Disease,272.5,Overall,Kansas
Cardiovascular Disease,272.7,"White, non-Hispanic",California
Chronic Obstructive Pulmonary Disease,272.8,Male,Minnesota
Cardiovascular Disease,272.8,"White, non-Hispanic",Illinois
Chronic Obstructive Pulmonary Disease,272.9,Male,Michigan
Chronic Obstructive Pulmonary Disease,273.0,Female,Nebraska
Cardiovascular Disease,273.1,"Hawaiian or Pacific Islander, non-Hispanic",Nevada
Cardiovascular Disease,273.1,Age >=65,Louisiana
Cardiovascular Disease,273.2,"Black, non-Hispanic",Alabama
Cancer,273.5,Male,Maine
Chronic Obstructive Pulmonary Disease,273.6,Overall,New Mexico
Chronic Obstructive Pulmonary Disease,273.8,"Multiracial, non-Hispanic",Kansas
Chronic Obstructive Pulmonary Disease,274.0,Female,Vermont
Cardiovascular Disease,274.2,Male,Maine
Chronic Obstructive Pulmonary Disease,274.3,"Black, non-Hispanic",Kansas
Cancer,274.3,"Asian or Pacific Islander, non-Hispanic",Illinois
Cardiovascular Disease,274.3,Overall,Alabama
Chronic Obstructive Pulmonary Disease,274.3,Overall,Maine
Chronic Obstructive Pulmonary Disease,274.6,Female,South Dakota
Cancer,274.9,"Asian or Pacific Islander, non-Hispanic",Illinois
Cardiovascular Disease,275.1,"White, non-Hispanic",Iowa
Chronic Obstructive Pulmonary Disease,275.1,"Black, non-Hispanic",Oklahoma
Cardiovascular Disease,275.3,Male,Missouri
Chronic Obstructive Pulmonary Disease,275.4,"White, non-Hispanic",North Carolina
Chronic Obstructive Pulmonary Disease,275.5,Age >=65,Michigan
Chronic Obstructive Pulmonary Disease,275.8,Overall,Idaho
Cardiovascular Disease,276.0,Age >=65,Maryland
Cardiovascular Disease,276.6,Male,Vermont
Cardiovascular Disease,276.7,Male,Michigan
Chronic Obstructive Pulmonary Disease,276.7,Overall,Vermont
Cancer,276.7,"American Indian or Alaska Native, non-Hispanic",New Mexico
Diabetes,276.8,"Hawaiian or Pacific Islander, non-Hispanic",Oklahoma
Cardiovascular Disease,276.9,"White, non-Hispanic",Ohio
Cardiovascular Disease,276.9,Age >=65,Delaware
Cardiovascular Disease,277.0,Overall,Oklahoma
Cardiovascular Disease,277.0,"White, non-Hispanic",Kentucky
Chronic Obstructive Pulmonary Disease,277.1,Overall,Alabama
Diabetes,277.2,Age >=65,Connecticut
Chronic Obstructive Pulmonary Disease,277.3,Overall,Wisconsin
Cardiovascular Disease,277.3,Age >=65,Florida
Chronic Obstructive Pulmonary Disease,277.4,Age >=65,Nebraska
Cardiovascular Disease,277.5,"White, non-Hispanic",Delaware
Chronic Obstructive Pulmonary Disease,277.6,Male,North Dakota
Cardiovascular Disease,277.7,Male,Nevada
Chronic Obstructive Pulmonary Disease,277.7,"American Indian or Alaska Native, non-Hispanic",Oregon
Cardiovascular Disease,278.2,"Black, non-Hispanic",Oklahoma
Cardiovascular Disease,278.3,Age 45-64,Mississippi
Diabetes,278.3,Age >=65,Massachusetts
Cardiovascular Disease,278.4,Male,Pennsylvania
Cardiovascular Disease,278.4,"Black, non-Hispanic",Oklahoma
Cancer,278.5,"American Indian or Alaska Native, non-Hispanic",New Mexico
Cardiovascular Disease,278.5,Age >=65,Ohio
Chronic Obstructive Pulmonary Disease,278.5,"White, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,278.5,"American Indian or Alaska Native, non-Hispanic",South Dakota
Chronic Obstructive Pulmonary Disease,278.7,Overall,Michigan
Cardiovascular Disease,278.7,Age >=65,Maryland
Alcohol,278.9,"American Indian or Alaska Native, non-Hispanic",Wyoming
Chronic Obstructive Pulmonary Disease,279.0,Overall,Colorado
Cancer,279.0,"American Indian or Alaska Native, non-Hispanic",Delaware
Cardiovascular Disease,279.2,"White, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,279.3,Overall,Ohio
Diabetes,279.4,Age 45-64,Oklahoma
Chronic Obstructive Pulmonary Disease,279.6,"White, non-Hispanic",North Carolina
Cardiovascular Disease,279.9,"White, non-Hispanic",Missouri
Diabetes,280.2,"American Indian or Alaska Native, non-Hispanic",Montana
Cardiovascular Disease,280.4,"White, non-Hispanic",Louisiana
Cancer,280.4,Male,West Virginia
Cardiovascular Disease,280.5,Male,Nevada
Cardiovascular Disease,280.7,Age >=65,Illinois
Chronic Obstructive Pulmonary Disease,280.7,"White, non-Hispanic",Colorado
Cardiovascular Disease,280.7,Age >=65,Michigan
Chronic Obstructive Pulmonary Disease,280.9,Female,Ohio
Cardiovascular Disease,280.9,"White, non-Hispanic",New Jersey
Cardiovascular Disease,281.0,Female,West Virginia
Chronic Obstructive Pulmonary Disease,281.2,Male,Florida
Cardiovascular Disease,281.3,Age >=65,Illinois
Chronic Obstructive Pulmonary Disease,281.4,Age >=65,Iowa
Chronic Obstructive Pulmonary Disease,281.4,"White, non-Hispanic",Rhode Island
Chronic Obstructive Pulmonary Disease,281.6,"White, non-Hispanic",Missouri
Cancer,281.6,"American Indian or Alaska Native, non-Hispanic",Massachusetts
Chronic Obstructive Pulmonary Disease,281.7,Overall,Alabama
Cardiovascular Disease,281.7,Male,Tennessee
Cardiovascular Disease,281.8,"White, non-Hispanic",Rhode Island
Cardiovascular Disease,281.9,"White, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,282.0,"American Indian or Alaska Native, non-Hispanic",Idaho
Chronic Obstructive Pulmonary Disease,282.0,Age >=65,Kansas
Cancer,282.1,Hispanic,Hawaii
Chronic Obstructive Pulmonary Disease,282.2,"White, non-Hispanic",Maine
Chronic Obstructive Pulmonary Disease,282.4,Male,Kansas
Cardiovascular Disease,282.5,Overall,Arkansas
Cancer,282.7,Male,West Virginia
Cardiovascular Disease,282.8,"White, non-Hispanic",Missouri
Diabetes,282.8,"American Indian or Alaska Native, non-Hispanic",Wisconsin
Cardiovascular Disease,282.9,Age >=65,Arkansas
Chronic Obstructive Pulmonary Disease,283.2,"American Indian or Alaska Native, non-Hispanic",North Carolina
Cardiovascular Disease,283.2,"White, non-Hispanic",California
Cardiovascular Disease,283.3,"White, non-Hispanic",Rhode Island
Chronic Obstructive Pulmonary Disease,283.4,Female,Nebraska
Cardiovascular Disease,283.4,"White, non-Hispanic",Tennessee
Chronic Obstructive Pulmonary Disease,283.4,"American Indian or Alaska Native, non-Hispanic",Wisconsin
Cardiovascular Disease,283.8,Overall,West Virginia
Chronic Obstructive Pulmonary Disease,284.0,Overall,Michigan
Chronic Obstructive Pulmonary Disease,284.1,Male,Maine
Chronic Obstructive Pulmonary Disease,284.2,Male,South Carolina
Cancer,284.3,"American Indian or Alaska Native, non-Hispanic",Mississippi
Chronic Obstructive Pulmonary Disease,284.4,Overall,Missouri
Cardiovascular Disease,284.4,"White, non-Hispanic",California
Chronic Obstructive Pulmonary Disease,284.5,Overall,Colorado
Cardiovascular Disease,284.5,Overall,Arkansas
Chronic Obstructive Pulmonary Disease,284.6,"White, non-Hispanic",Georgia
Cancer,284.7,"Asian or Pacific Islander, non-Hispanic",Washington
Chronic Obstructive Pulmonary Disease,284.7,Female,Iowa
Chronic Obstructive Pulmonary Disease,284.9,"White, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,285.0,Age >=65,Wyoming
Cardiovascular Disease,285.0,"White, non-Hispanic",Delaware
Chronic Obstructive Pulmonary Disease,285.0,Age >=65,Ohio
Cardiovascular Disease,285.1,Male,Missouri
Cancer,285.3,"Black, non-Hispanic",Arizona
Cardiovascular Disease,285.5,"White, non-Hispanic",New York
Cardiovascular Disease,285.5,Male,Ohio
Chronic Obstructive Pulmonary Disease,285.5,Overall,Montana
Cardiovascular Disease,285.5,Age >=65,Michigan
Chronic Obstructive Pulmonary Disease,285.6,Male,Alabama
Diabetes,285.7,"Black, non-Hispanic",Oklahoma
